id_budget,chapitre,article,paragraphe,ligne,libelle,code_eco,niveau_hierarchique,libelle_court
246,50.0,40.0,60.0,65.0,Versement à l'association des Salons d'Agriculture et du cheval de la,5111.0,ligne,Versement à l'association des Salons d'Agriculture
247,50.0,40.0,60.0,66.0,Versement aux associations des festivals et festival de la Région,5530.0,ligne,Versement aux associations des festivals et festiv
248,50.0,40.0,60.0,67.0,"Versement au service d'acceuil, d'assistance et d'evaluation des",5510.0,ligne,"Versement au service d'acceuil, d'assistance et d'"
249,50.0,40.0,60.0,68.0,Versement aux univesités,5510.0,ligne,Versement aux univesités
250,50.0,40.0,60.0,69.0,Versement aux laboratoires publics et services relevant du ministère,5510.0,ligne,Versement aux laboratoires publics et services rel
251,60.0,10.0,10.0,11.0,Versement de l'excédent à la 2ème partie,500.0,ligne,Versement de l'excédent à la 2ème partie
252,10.0,11.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
253,10.0,11.0,10.0,12.0,Bâtiments,8130.0,ligne,Bâtiments
254,10.0,11.0,10.0,13.0,Logements,8130.0,ligne,Logements
255,10.0,11.0,10.0,14.0,Droits et taxes liés aux acquisitions immobilières,2400.0,ligne,Droits et taxes liés aux acquisitions immobilières
256,10.0,11.0,20.0,21.0,Etudes et assistance techniques,8800.0,ligne,Etudes et assistance techniques
257,10.0,11.0,20.0,22.0,Construction de bâtiments,8210.0,ligne,Construction de bâtiments
258,10.0,11.0,20.0,23.0,Construction de logements,8210.0,ligne,Construction de logements
259,10.0,11.0,20.0,24.0,Construction de mûrs de clôture,8250.0,ligne,Construction de mûrs de clôture
260,10.0,11.0,20.0,25.0,Droits et taxes liés aux constructions,2900.0,ligne,Droits et taxes liés aux constructions
261,10.0,11.0,30.0,31.0,Terrains,8390.0,ligne,Terrains
262,10.0,11.0,30.0,32.0,Logements,8260.0,ligne,Logements
263,10.0,11.0,30.0,33.0,Bâtiments,8260.0,ligne,Bâtiments
264,10.0,12.0,10.0,11.0,"Véhicules, motocycles,cycles et engins",8510.0,ligne,"Véhicules, motocycles,cycles et engins"
265,10.0,12.0,10.0,12.0,Matériel et mobilier de bureau,8710.0,ligne,Matériel et mobilier de bureau
266,10.0,12.0,10.0,13.0,Matériel technique,8410.0,ligne,Matériel technique
267,10.0,12.0,10.0,14.0,Matériel informatique,8450.0,ligne,Matériel informatique
268,10.0,12.0,10.0,15.0,Matériel électrique et électronique,8440.0,ligne,Matériel électrique et électronique
269,10.0,12.0,10.0,16.0,Matériel des fêtes et de pavoisement,8790.0,ligne,Matériel des fêtes et de pavoisement
270,10.0,12.0,10.0,17.0,Matériel de signalisation,8790.0,ligne,Matériel de signalisation
271,10.0,12.0,20.0,21.0,"Véhicules, motocycles, cycles et engins",4131.0,ligne,"Véhicules, motocycles, cycles et engins"
272,10.0,12.0,20.0,22.0,Matériel technique,4132.0,ligne,Matériel technique
273,10.0,12.0,20.0,23.0,Matériel informatique,4133.0,ligne,Matériel informatique
274,10.0,12.0,20.0,24.0,Matériel électrique et électronique,4190.0,ligne,Matériel électrique et électronique
275,10.0,13.0,10.0,11.0,Projet integré de,1000.0,ligne,Projet integré de
276,10.0,13.0,10.0,12.0,Projet integré de,1000.0,ligne,Projet integré de
277,10.0,13.0,10.0,13.0,Projet integré de,1000.0,ligne,Projet integré de
278,10.0,14.0,10.0,11.0,transfert de depouilles mortelles,100.0,ligne,transfert de depouilles mortelles
279,20.0,11.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
280,20.0,11.0,10.0,12.0,Bâtiments,8130.0,ligne,Bâtiments
281,20.0,11.0,10.0,13.0,Droits et taxes liés aux acquisitions immobilières,2400.0,ligne,Droits et taxes liés aux acquisitions immobilières
282,20.0,11.0,20.0,21.0,Etudes et assistance techniques,8800.0,ligne,Etudes et assistance techniques
283,20.0,11.0,20.0,22.0,Bâtiments,8250.0,ligne,Bâtiments
284,20.0,11.0,20.0,23.0,Droits et taxes liés à l'acquisition,2400.0,ligne,Droits et taxes liés à l'acquisition
285,20.0,11.0,30.0,31.0,Terrains,8390.0,ligne,Terrains
286,20.0,11.0,30.0,32.0,Bâtiments,8260.0,ligne,Bâtiments
287,20.0,12.0,10.0,11.0,Matériel et mobilier de bureau,8710.0,ligne,Matériel et mobilier de bureau
288,20.0,12.0,10.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
289,20.0,12.0,10.0,13.0,Matériel électrique et électronique,8440.0,ligne,Matériel électrique et électronique
290,20.0,12.0,20.0,21.0,Matériel et mobilier de bureau,8710.0,ligne,Matériel et mobilier de bureau
291,20.0,12.0,20.0,22.0,Matériel technique,8410.0,ligne,Matériel technique
292,20.0,12.0,20.0,23.0,Matériel électrique et électronique,8440.0,ligne,Matériel électrique et électronique
293,20.0,21.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
294,20.0,21.0,10.0,12.0,Droits et taxes liés aux acquisitions immobilières,2400.0,ligne,Droits et taxes liés aux acquisitions immobilières
295,20.0,21.0,20.0,21.0,Etudes et assistance technique,4520.0,ligne,Etudes et assistance technique
296,20.0,21.0,20.0,22.0,Stades et complexes sportifs,8250.0,ligne,Stades et complexes sportifs
297,20.0,21.0,20.0,23.0,Piscines,8250.0,ligne,Piscines
298,20.0,21.0,20.0,24.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
299,20.0,21.0,30.0,31.0,Terrains de sport et de complexes sportifs,8260.0,ligne,Terrains de sport et de complexes sportifs
300,20.0,21.0,30.0,32.0,Piscines,8250.0,ligne,Piscines
301,20.0,22.0,10.0,11.0,Matériel et mobilier de bureau,8710.0,ligne,Matériel et mobilier de bureau
302,20.0,22.0,10.0,12.0,Matériel électrique et électronique,8440.0,ligne,Matériel électrique et électronique
303,20.0,22.0,10.0,13.0,Matériel de sport,8790.0,ligne,Matériel de sport
304,20.0,22.0,20.0,21.0,Matériel et mobilier de bureau,8710.0,ligne,Matériel et mobilier de bureau
305,20.0,22.0,20.0,22.0,Matériel électique et électronique,8440.0,ligne,Matériel électique et électronique
306,20.0,22.0,20.0,23.0,Matériel de sport,8790.0,ligne,Matériel de sport
307,20.0,31.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
308,20.0,31.0,10.0,12.0,Bâtiments,8130.0,ligne,Bâtiments
309,20.0,31.0,10.0,13.0,Droits et taxes liés aux acquisitions immobilières,2400.0,ligne,Droits et taxes liés aux acquisitions immobilières
310,20.0,31.0,20.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
311,20.0,31.0,20.0,22.0,Construction de bâtiments,8250.0,ligne,Construction de bâtiments
312,20.0,31.0,20.0,23.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
313,20.0,31.0,30.0,31.0,Terrains,8390.0,ligne,Terrains
314,20.0,31.0,30.0,32.0,Bâtiments,8260.0,ligne,Bâtiments
315,20.0,32.0,10.0,11.0,"Véhicules, motocycles,cycles et engins",8510.0,ligne,"Véhicules, motocycles,cycles et engins"
316,20.0,32.0,10.0,12.0,Matériel et mobilier de bureau et des salles de soins,8710.0,ligne,Matériel et mobilier de bureau et des salles de so
317,20.0,32.0,10.0,13.0,Matériel technique,8410.0,ligne,Matériel technique
318,20.0,32.0,20.0,21.0,"Véhicules, motocycles et cycles",8510.0,ligne,"Véhicules, motocycles et cycles"
319,20.0,32.0,20.0,22.0,Matériel et mobilier de bureau et des salles de soins,8710.0,ligne,Matériel et mobilier de bureau et des salles de so
320,20.0,32.0,20.0,23.0,Matériel technique,8410.0,ligne,Matériel technique
321,20.0,41.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
322,20.0,41.0,10.0,12.0,Bâtiments,8130.0,ligne,Bâtiments
323,20.0,41.0,10.0,13.0,Droits et taxes liés aux acquisitions,2400.0,ligne,Droits et taxes liés aux acquisitions
324,20.0,41.0,20.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
325,20.0,41.0,20.0,22.0,Constructions d'établissements d'enseignement,8250.0,ligne,Constructions d'établissements d'enseignement
326,20.0,41.0,20.0,23.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
327,20.0,41.0,30.0,31.0,Terrains,8360.0,ligne,Terrains
328,20.0,41.0,30.0,32.0,Bâtiments,8360.0,ligne,Bâtiments
329,20.0,42.0,10.0,11.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
330,20.0,42.0,10.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
331,20.0,42.0,10.0,13.0,Matériel didactique,8490.0,ligne,Matériel didactique
332,20.0,42.0,20.0,21.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
333,20.0,42.0,20.0,22.0,Matériel technique,8410.0,ligne,Matériel technique
334,20.0,51.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
335,20.0,51.0,10.0,12.0,Bâtiments,8130.0,ligne,Bâtiments
336,20.0,51.0,10.0,13.0,Droits et taxes liés aux acquisitions,2400.0,ligne,Droits et taxes liés aux acquisitions
337,20.0,51.0,20.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
338,20.0,51.0,20.0,22.0,Constructions d'établissements d'enseignement,8250.0,ligne,Constructions d'établissements d'enseignement
339,20.0,51.0,20.0,23.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
340,20.0,51.0,30.0,31.0,Terrains,8110.0,ligne,Terrains
341,20.0,51.0,30.0,32.0,Bâtiments,8130.0,ligne,Bâtiments
342,20.0,52.0,10.0,11.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
343,20.0,52.0,10.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
344,20.0,52.0,10.0,13.0,Matériel informatique,8450.0,ligne,Matériel informatique
345,20.0,52.0,10.0,14.0,Matériel didactique,8490.0,ligne,Matériel didactique
346,20.0,52.0,10.0,15.0,Matériel de sport,8490.0,ligne,Matériel de sport
347,20.0,52.0,20.0,21.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
348,20.0,52.0,20.0,22.0,Matériel technique,8410.0,ligne,Matériel technique
349,20.0,52.0,20.0,23.0,Matériel informatique,8450.0,ligne,Matériel informatique
350,20.0,61.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
351,20.0,61.0,10.0,12.0,Bâtiments pour les centres de formation administrative,8130.0,ligne,Bâtiments pour les centres de formation administra
352,20.0,61.0,10.0,13.0,Bâtiments pour les instituts de formation des cadres techniques,8130.0,ligne,Bâtiments pour les instituts de formation des cadr
353,20.0,61.0,10.0,14.0,Droits et taxes liés aux acquisitions,2400.0,ligne,Droits et taxes liés aux acquisitions
354,20.0,61.0,20.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
355,20.0,61.0,20.0,22.0,Construction de centres de formation administrative,8250.0,ligne,Construction de centres de formation administrativ
356,20.0,61.0,20.0,23.0,Construction d'instituts de formation des cadres techniques,8250.0,ligne,Construction d'instituts de formation des cadres t
357,20.0,61.0,20.0,24.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
358,20.0,61.0,30.0,31.0,Terrains,8110.0,ligne,Terrains
359,20.0,61.0,30.0,32.0,Bâtiments,8130.0,ligne,Bâtiments
360,20.0,62.0,10.0,11.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
361,20.0,62.0,10.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
362,20.0,62.0,10.0,13.0,Matériel informatique,8450.0,ligne,Matériel informatique
363,20.0,62.0,10.0,14.0,Matériel didactique,8490.0,ligne,Matériel didactique
364,20.0,62.0,20.0,21.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
365,20.0,62.0,20.0,22.0,Matériel technique,8410.0,ligne,Matériel technique
366,20.0,62.0,20.0,23.0,Matériel informatique,8450.0,ligne,Matériel informatique
367,20.0,62.0,20.0,24.0,Matériel didactique,8490.0,ligne,Matériel didactique
368,20.0,62.0,30.0,31.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
369,20.0,62.0,30.0,32.0,Matériel technique,8410.0,ligne,Matériel technique
370,20.0,62.0,40.0,41.0,Matériel et mobilier de bureau et de classes,8710.0,ligne,Matériel et mobilier de bureau et de classes
371,20.0,62.0,40.0,42.0,Matériel technique,8410.0,ligne,Matériel technique
372,20.0,71.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
373,20.0,71.0,10.0,12.0,Bâtiments,8130.0,ligne,Bâtiments
374,20.0,71.0,10.0,13.0,Droits et taxes liés aux acquisitions,2400.0,ligne,Droits et taxes liés aux acquisitions
375,20.0,71.0,20.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
376,20.0,71.0,20.0,22.0,Bâtiments,8130.0,ligne,Bâtiments
377,20.0,71.0,20.0,23.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
378,20.0,71.0,30.0,31.0,Terrains,8110.0,ligne,Terrains
379,20.0,71.0,30.0,32.0,Bâtiments,8130.0,ligne,Bâtiments
380,20.0,72.0,10.0,11.0,Matériel et mobilier de bureau et des salles de lecture,8710.0,ligne,Matériel et mobilier de bureau et des salles de le
381,20.0,72.0,10.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
382,20.0,72.0,10.0,13.0,Matériel informatique,8450.0,ligne,Matériel informatique
383,20.0,72.0,10.0,14.0,Matériel didactique,8490.0,ligne,Matériel didactique
384,20.0,72.0,20.0,21.0,Matériel et mobilier de bureau et des salles de lecture,8710.0,ligne,Matériel et mobilier de bureau et des salles de le
385,20.0,72.0,20.0,22.0,Matériel technique,8410.0,ligne,Matériel technique
386,20.0,72.0,20.0,23.0,Matériel informatique,8450.0,ligne,Matériel informatique
387,20.0,72.0,20.0,24.0,Matériel didactique,8490.0,ligne,Matériel didactique
388,20.0,81.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
389,20.0,81.0,10.0,12.0,Bâtiments,8130.0,ligne,Bâtiments
390,20.0,81.0,10.0,13.0,Droits et taxes liés aux acquisitions,2400.0,ligne,Droits et taxes liés aux acquisitions
391,20.0,81.0,20.0,21.0,Etudes et assistance technique,8800.0,ligne,Etudes et assistance technique
392,20.0,81.0,20.0,22.0,Bâtiments,8250.0,ligne,Bâtiments
393,20.0,81.0,20.0,23.0,Murs d'enceinte et dépenses au profit des cimetières,8250.0,ligne,Murs d'enceinte et dépenses au profit des cimetièr
394,20.0,81.0,20.0,24.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
395,20.0,81.0,30.0,31.0,Terrains,8110.0,ligne,Terrains
396,20.0,81.0,30.0,32.0,Bâtiments,8130.0,ligne,Bâtiments
397,20.0,82.0,10.0,11.0,Matériel et mobilier,8710.0,ligne,Matériel et mobilier
398,20.0,82.0,10.0,12.0,Matériel électronique,8440.0,ligne,Matériel électronique
399,20.0,82.0,20.0,21.0,Matériel et mobilier,8710.0,ligne,Matériel et mobilier
400,30.0,11.0,10.0,11.0,Etudes générales,4510.0,ligne,Etudes générales
401,30.0,11.0,10.0,12.0,Etudes techniques,4520.0,ligne,Etudes techniques
402,30.0,11.0,20.0,21.0,Aménagements,8360.0,ligne,Aménagements
403,30.0,11.0,20.0,22.0,Alignement des avennues,8390.0,ligne,Alignement des avennues
404,30.0,11.0,20.0,23.0,Plantation ornementale des voies publiques,8740.0,ligne,Plantation ornementale des voies publiques
405,30.0,12.0,10.0,11.0,Gros travaux d'entretien,8790.0,ligne,Gros travaux d'entretien
406,30.0,12.0,10.0,12.0,Gros travaux des sites récréatifs,8250.0,ligne,Gros travaux des sites récréatifs
407,30.0,12.0,20.0,21.0,Gros travaux de reboisement,8740.0,ligne,Gros travaux de reboisement
408,30.0,12.0,20.0,22.0,Gros travaux d'aménagement des espaces verts,8740.0,ligne,Gros travaux d'aménagement des espaces verts
409,30.0,21.0,10.0,11.0,Voies urbaines,8318.0,ligne,Voies urbaines
410,30.0,21.0,10.0,12.0,Voies intercommunales,8318.0,ligne,Voies intercommunales
411,30.0,21.0,10.0,13.0,Chemins vicinaux et pistes,8318.0,ligne,Chemins vicinaux et pistes
412,30.0,21.0,20.0,21.0,Ponts,8390.0,ligne,Ponts
413,30.0,21.0,20.0,22.0,Viaducs,8390.0,ligne,Viaducs
414,30.0,21.0,30.0,31.0,Voies urbaines,8319.0,ligne,Voies urbaines
415,30.0,21.0,30.0,32.0,Voies intercommunales,8319.0,ligne,Voies intercommunales
416,30.0,21.0,30.0,33.0,Chemins vicinaux et pistes,8319.0,ligne,Chemins vicinaux et pistes
417,30.0,21.0,30.0,34.0,Ponts,8390.0,ligne,Ponts
418,30.0,21.0,30.0,35.0,Viaducs,8390.0,ligne,Viaducs
419,30.0,22.0,10.0,11.0,Adduction d'eau potable,8321.0,ligne,Adduction d'eau potable
420,30.0,22.0,10.0,12.0,Aménagement des points d'eau publiques,8321.0,ligne,Aménagement des points d'eau publiques
421,30.0,22.0,10.0,13.0,"Aménagement de khettaras, séguias et canaux",8324.0,ligne,"Aménagement de khettaras, séguias et canaux"
422,30.0,22.0,10.0,14.0,Stations de relevage et de pompage,8321.0,ligne,Stations de relevage et de pompage
423,30.0,22.0,10.0,15.0,Forage de puits,8321.0,ligne,Forage de puits
424,30.0,22.0,20.0,21.0,Salaires de la main d'oeuvre ouvrière,1000.0,ligne,Salaires de la main d'oeuvre ouvrière
425,30.0,22.0,30.0,31.0,Points d'eau publics,8329.0,ligne,Points d'eau publics
426,30.0,22.0,30.0,32.0,"Khettaras, séguias et canaux d'irriguation",8329.0,ligne,"Khettaras, séguias et canaux d'irriguation"
427,30.0,22.0,30.0,33.0,Stations de relevage et de pompage,8329.0,ligne,Stations de relevage et de pompage
428,30.0,22.0,30.0,34.0,Puits,8329.0,ligne,Puits
429,30.0,22.0,30.0,35.0,Barrages collinaires,8332.0,ligne,Barrages collinaires
430,30.0,23.0,10.0,11.0,Installation de poteaux et cablages,8322.0,ligne,Installation de poteaux et cablages
431,30.0,23.0,10.0,12.0,Construction de postes de transformation et de distribution,8322.0,ligne,Construction de postes de transformation et de dis
432,30.0,23.0,10.0,13.0,Achat de plaques d'énergie solaire,8490.0,ligne,Achat de plaques d'énergie solaire
433,30.0,23.0,20.0,21.0,Poteaux et cablages,8329.0,ligne,Poteaux et cablages
434,30.0,23.0,20.0,22.0,Postes de transformation et de distribution,8329.0,ligne,Postes de transformation et de distribution
435,30.0,24.0,10.0,11.0,Canalisation,8325.0,ligne,Canalisation
436,30.0,24.0,10.0,12.0,Station de refoulement,8325.0,ligne,Station de refoulement
437,30.0,24.0,10.0,13.0,Station d'épuration,8325.0,ligne,Station d'épuration
438,30.0,24.0,20.0,21.0,Réseau de canalisation,8329.0,ligne,Réseau de canalisation
439,30.0,24.0,20.0,22.0,Stations de refoulement,8329.0,ligne,Stations de refoulement
440,30.0,24.0,20.0,23.0,Stations d'épuration,8329.0,ligne,Stations d'épuration
441,40.0,10.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
442,40.0,10.0,10.0,12.0,Bâtiments,8130.0,ligne,Bâtiments
443,40.0,10.0,10.0,13.0,Matériel technique,8410.0,ligne,Matériel technique
444,40.0,10.0,10.0,14.0,Plants et arbres,8400.0,ligne,Plants et arbres
445,40.0,10.0,10.0,17.0,Droits et taxes liés aux acquisitions,2400.0,ligne,Droits et taxes liés aux acquisitions
446,40.0,10.0,20.0,21.0,Etudes et assistances techniques,8800.0,ligne,Etudes et assistances techniques
447,40.0,10.0,20.0,22.0,Centres de vulgarisation,8230.0,ligne,Centres de vulgarisation
448,40.0,10.0,20.0,23.0,Clôture des réserves de chasses,8230.0,ligne,Clôture des réserves de chasses
449,40.0,10.0,20.0,24.0,Serres,8230.0,ligne,Serres
450,40.0,10.0,20.0,25.0,Droits et taxes liés à la construction,2400.0,ligne,Droits et taxes liés à la construction
451,40.0,10.0,30.0,11.0,Terrains,8360.0,ligne,Terrains
452,40.0,10.0,30.0,12.0,Bâtiments,8260.0,ligne,Bâtiments
453,40.0,10.0,30.0,13.0,Matériel,8490.0,ligne,Matériel
454,40.0,20.0,10.0,12.0,Matériel techniques,8410.0,ligne,Matériel techniques
455,40.0,20.0,10.0,13.0,Droits et taxes liés aux acquisitions,2400.0,ligne,Droits et taxes liés aux acquisitions
456,40.0,20.0,20.0,21.0,Etudes et assistances techniques,8800.0,ligne,Etudes et assistances techniques
457,40.0,20.0,20.0,22.0,U.T.O.M,8230.0,ligne,U.T.O.M
458,40.0,20.0,20.0,23.0,Usine de déssalement,8230.0,ligne,Usine de déssalement
459,40.0,20.0,20.0,24.0,Droits et taxes liés aux constructions,2400.0,ligne,Droits et taxes liés aux constructions
460,40.0,20.0,30.0,31.0,Participation au capital de la société,9150.0,ligne,Participation au capital de la société
461,40.0,20.0,30.0,32.0,Participation au capital de la société,9150.0,ligne,Participation au capital de la société
462,40.0,30.0,10.0,11.0,Terrains,8110.0,ligne,Terrains
463,40.0,30.0,10.0,12.0,Matériel technique,8410.0,ligne,Matériel technique
464,40.0,30.0,10.0,13.0,Droits et taxes liés aux acquisitions,2400.0,ligne,Droits et taxes liés aux acquisitions
465,40.0,30.0,20.0,21.0,Etudes et assistances techniques,8800.0,ligne,Etudes et assistances techniques
466,40.0,30.0,20.0,22.0,Abattoirs,8230.0,ligne,Abattoirs
467,40.0,30.0,20.0,23.0,Marchés de gros et halls aux poissons,8230.0,ligne,Marchés de gros et halls aux poissons
468,40.0,30.0,20.0,24.0,Aires à grains,8250.0,ligne,Aires à grains
469,40.0,30.0,20.0,25.0,Souks hebdomadaires et parcs à bestiaux,8250.0,ligne,Souks hebdomadaires et parcs à bestiaux
470,40.0,30.0,20.0,26.0,Marchés couverts,8250.0,ligne,Marchés couverts
471,40.0,30.0,20.0,27.0,Centres commerciaux,8250.0,ligne,Centres commerciaux
472,40.0,30.0,30.0,31.0,Terrains,8110.0,ligne,Terrains
473,40.0,30.0,30.0,32.0,Abattoirs,8262.0,ligne,Abattoirs
474,40.0,30.0,30.0,33.0,Marchés de gros et halls aux poissons,8262.0,ligne,Marchés de gros et halls aux poissons
475,40.0,30.0,30.0,34.0,Aires à grains,8262.0,ligne,Aires à grains
476,40.0,30.0,30.0,35.0,Souks hebdomadaires,8262.0,ligne,Souks hebdomadaires
477,40.0,30.0,30.0,36.0,Marchés couverts,8262.0,ligne,Marchés couverts
478,40.0,30.0,30.0,37.0,Centres commerciaux,8262.0,ligne,Centres commerciaux
479,50.0,20.0,10.0,11.0,Subvention au budget annexe de,7300.0,ligne,Subvention au budget annexe de
480,50.0,20.0,10.0,12.0,Subvention au budget annexe de,7300.0,ligne,Subvention au budget annexe de
481,50.0,30.0,30.0,31.0,Versement au PAGER,7610.0,ligne,Versement au PAGER
482,50.0,30.0,30.0,32.0,Versement au PERG,7610.0,ligne,Versement au PERG
483,60.0,10.0,10.0,12.0,Budget annexe de,7300.0,ligne,Budget annexe de
484,60.0,10.0,10.0,13.0,Budget annexe de,7300.0,ligne,Budget annexe de
485,60.0,10.0,20.0,21.0,Compte spécial,7400.0,ligne,Compte spécial
486,60.0,10.0,20.0,22.0,Compte spécial,7400.0,ligne,Compte spécial
487,60.0,10.0,30.0,31.0,Résorption des déficits de la première partie,9190.0,ligne,Résorption des déficits de la première partie
488,60.0,10.0,30.0,32.0,couverture des crédits de fonctionnement reportés,9190.0,ligne,couverture des crédits de fonctionnement reportés
489,50.0,10.0,30.0,31.0,Frais d assurances de regisseur en recettes,,ligne,Frais d assurances de regisseur en recettes
490,10.0,50.0,10.0,13.0,IntÃ©rÃªts de l'emprunt nducontractÃ©,9110.0,ligne,IntÃ©rÃªts de l'emprunt nducontractÃ©
491,50.0,40.0,60.0,61.0,Versement à Dar Attalb et Attaliba,5620.0,ligne,Versement à Dar Attalb et Attaliba
492,50.0,40.0,60.0,63.0,Versement à l'Union Sportive Al Fath pour l'organisation de demi,5123.0,ligne,Versement à l'Union Sportive Al Fath pour l'organi
493,10.0,10.0,10.0,11.0,Indémnités au président et aux conseillers y ayant droit,1290.0,ligne,Indémnités au président et aux conseillers y ayant
494,10.0,10.0,20.0,24.0,"Frais d'hebergement, de restauration et de réception",4700.0,ligne,"Frais d'hebergement, de restauration et de récepti"
495,10.0,10.0,30.0,31.0,Cotisation à,5910.0,ligne,Cotisation à
496,10.0,10.0,30.0,32.0,Cotisation à,5910.0,ligne,Cotisation à
497,10.0,10.0,30.0,33.0,Cotisation à,5910.0,ligne,Cotisation à
498,10.0,10.0,40.0,45.0,Achat d'objets d'art ou cadeaux remis en prix,3990.0,ligne,Achat d'objets d'art ou cadeaux remis en prix
499,10.0,20.0,10.0,12.0,Salaires et indemnités du personnel temporaire,1120.0,ligne,Salaires et indemnités du personnel temporaire
500,10.0,20.0,10.0,13.0,Salaires des contractuels,1140.0,ligne,Salaires des contractuels
501,10.0,20.0,20.0,23.0,Indémnités d'usure d'effet,1210.0,ligne,Indémnités d'usure d'effet
502,10.0,20.0,20.0,26.0,Indemnités de responsabilités,1210.0,ligne,Indemnités de responsabilités
503,10.0,20.0,20.0,27.0,Indemnités pour organisations des concours et examens,1210.0,ligne,Indemnités pour organisations des concours et exam
504,10.0,20.0,30.0,35.0,Assurance des fonctionnaires et agents,4930.0,ligne,Assurance des fonctionnaires et agents
505,10.0,30.0,60.0,63.0,Achat de produits plastiques,3640.0,ligne,Achat de produits plastiques
506,10.0,30.0,80.0,82.0,HONORAIRES,4520.0,ligne,HONORAIRES
507,10.0,30.0,80.0,83.0,Frais d'établissement des états de paie par d'autres organismes,4510.0,ligne,Frais d'établissement des états de paie par d'autr
508,10.0,30.0,80.0,84.0,Frais d'études techniques et d'analyses,4550.0,ligne,Frais d'études techniques et d'analyses
509,10.0,30.0,80.0,85.0,Consultations juridiques,4550.0,ligne,Consultations juridiques
510,10.0,30.0,80.0,86.0,Consultations juridiques,4550.0,ligne,Consultations juridiques
511,10.0,50.0,10.0,11.0,Intérêts de l'emprunt n contracté auprès du,6110.0,ligne,Intérêts de l'emprunt n contracté auprès du
512,10.0,50.0,10.0,12.0,Intérêts de l'emprunt n contracté auprès du,6110.0,ligne,Intérêts de l'emprunt n contracté auprès du
513,10.0,50.0,10.0,13.0,Intérêts de l'emprunt n contracté auprès du,6110.0,ligne,Intérêts de l'emprunt n contracté auprès du
514,10.0,50.0,10.0,14.0,Intérêts de l'emprunt n contracté auprès du FEC,6110.0,ligne,Intérêts de l'emprunt n contracté auprès du FEC
515,10.0,50.0,10.0,15.0,Intérêts de l'emprunt n contracté auprès du,6110.0,ligne,Intérêts de l'emprunt n contracté auprès du
516,10.0,50.0,10.0,16.0,Intérêts de l'emprunt n contracté auprès du FEC,6110.0,ligne,Intérêts de l'emprunt n contracté auprès du FEC
517,10.0,50.0,10.0,17.0,Intérêts de l'emprunt n contracté auprès du FEC,6110.0,ligne,Intérêts de l'emprunt n contracté auprès du FEC
518,10.0,50.0,10.0,18.0,Intérêts de l'emprunt n contracté auprès du FEC,6110.0,ligne,Intérêts de l'emprunt n contracté auprès du FEC
519,10.0,50.0,20.0,21.0,Intérêts de retard,6110.0,ligne,Intérêts de retard
520,20.0,10.0,10.0,10.0,Assistance aux associations et institutions locales,,ligne,Assistance aux associations et institutions locale
521,20.0,10.0,10.0,13.0,Aides et soutien aux associations,5710.0,ligne,Aides et soutien aux associations
522,20.0,10.0,20.0,21.0,Frais de transport des malades vers les centres hospitaliers,5890.0,ligne,Frais de transport des malades vers les centres ho
